// Esecuzione locale 27,473 secondi

0006641040	2003:5 2004:4 2005:3 2007:4 2008:4 2009:5 2010:5 2011:4 2012:4
B0000BXJIS	2004:5 2011:5 
B0000BXJIU	2006:5 2008:3 2012:5 
B0000BXJO8	2009:3 2010:5 2011:5 2012:3 
B0000BYDG9	2009:3 2011:1 
B0000BYSQ0	2012:4 
B0000C69FB	2006:5 2011:5 2012:4 
B0000C69FI	2004:5 2010:4 
B0000C69FP	2004:5 
B0000CA4TK	2003:5 2004:5 2006:5 2008:5 2009:5 
B0000CAV3A	2010:5 
B0000CAV3B	2011:4 
B0000CAV3C	2009:5 2010:5 2012:5 
B0000CAV3W	2010:5 
B0000CAV3Y	2007:4 
B0000CCZV6	2012:5 
B0000CCZYY	2004:5 2007:5 2012:5 
B0000CD019	2007:4 
B0000CD06J	2007:4 2009:4 2010:3 2011:4 2012:3 
B0000CD9PL	2005:5 
B0000CD9PM	2005:5 
B0000CD9TF	2005:5 2009:5 2010:3 2011:1 
B0000CD9TH	2005:5 
B0000CD9V4	2005:5 2009:5 2010:3 2011:1 
B0000CDAY2	2003:5 2004:4 2005:5 2007:5 2008:4 2009:5 2012:5 
B0000CDBPL	2008:5 2012:5 
B0000CDBPT	2005:5 2008:5 2011:5 2012:5 
B0000CDBPV	2007:5 2011:5 2012:4 
B0000CDBPW	2005:5 2008:5 2010:5 2011:5 2012:5 
B0000CDBPX	2005:5 2008:5 2010:5 2011:5 2012:5 
B0000CDBPZ	2012:5 
B0000CDBQB	2011:5 2012:5 
B0000CDBQD	2011:5 2012:5 
B0000CDBQF	2006:5 2008:5 2009:5 2010:3 2011:1 2012:3 
B0000CDBQI	2010:5 2012:5 
B0000CDBQL	2007:5 2008:5 2011:5 2012:5 
B0000CDBQN	2006:5 2007:5 2010:5 2011:5 2012:5 
B0000CDBQO	2009:5 2012:4 
B0000CDBQP	2007:5 
B0000CDBQS	2008:5 2009:5 2010:5 2011:5 
B0000CDBQT	2008:5 2009:5 2010:5 2011:5 
B0000CDBQZ	2007:5 2011:2 
B0000CDBR7	2011:5 
B0000CDBR9	2008:5 2011:5 2012:4 
B0000CDBRA	2008:5 2011:5 2012:4 
B0000CDBRG	2010:5 2011:5 2012:5 
B0000CDBRH	2010:5 2011:5 2012:5 
B0000CDBRJ	2008:5 2009:5 2011:5 2012:5 
B0000CDBRK	2008:5 2009:5 2011:5 2012:5 
B0000CDBRM	2007:5 2008:5 2009:5 2010:5 2011:4 2012:5 
B0000CDBRN	2007:5 2008:5 2009:5 2010:5 2011:4 2012:5 
B0000CDBRP	2008:5 2010:5 2011:5 2012:5 
B0000CDBRQ	2008:5 2010:5 2011:5 2012:5 
B0000CDBRU	2007:5 2008:5 2010:3 2011:5 2012:5 
B0000CDBRV	2007:5 2008:5 2010:3 2011:5 2012:5 
B0000CDBRY	2007:5 2009:5 2010:5 2011:3 2012:5 
B0000CDBRZ	2007:5 2009:5 2010:5 2011:3 2012:5 
B0000CDEPD	2011:3 2012:4 
B0000CDEQM	2006:5 2007:5 
B0000CDHN8	2011:4 
B0000CE29E	2005:5 2008:5 
B0000CE3WE	2012:3 
B0000CEO7A	2006:4 
B0000CEOKH	2012:5 
B0000CEPDP	2005:5 2006:5 2007:4 2008:4 2009:3 2010:4 2011:4 2012:4 
B0000CEPED	2009:2 2010:3 2011:3 2012:3 
B0000CEQ6H	2004:5 2011:5 
B0000CEQ6I	2010:5 
B0000CEQ72	2004:5 
B0000CEQ9T	2007:1 2008:5 
B0000CEQAA	2008:5 
B0000CEQD5	2005:5 2006:5 2007:5 
B0000CEQUJ	2007:5 
B0000CEQY4	2007:4 2009:4 2012:4 
B0000CEQZL	2008:4 
B0000CEQZS	2005:1 2007:5 
B0000CER0J	2005:5 2010:5 2012:5 
B0000CER3Z	2008:5 
B0000CER6R	2006:5 2009:5 2010:3 
B0000CER6Z	2007:5 
B0000CER9K	2007:5 2008:5 2009:5 2010:4 
B0000CER9W	2008:4 
B0000CERBL	2008:5 
B0000CERCD	2007:5 2010:4 2012:5 
B0000CERDY	2007:5 
B0000CERHH	2007:5 2009:5 2012:5 
B0000CERIH	2006:5 2007:5 2009:5 
B0000CERIV	2005:5 2009:5 
B0000CERJ5	2009:5 2011:2 
B0000CERPU	2008:4 
B0000CERPY	2008:5 2010:1 
B0000CERTG	2005:5 
B0000CERVY	2007:5 2008:5 2009:5 
B0000CERXB	2008:5 2010:5 
B0000CERXU	2007:4 2009:5 2010:5 2012:5 
B0000CERYI	2010:5 2011:4 
B0000CERZK	2006:5 2008:1 2010:5 2012:5 
B0000CERZN	2010:3 2011:3 2012:2 
B0000CES0O	2007:5 2008:5 2009:5 2010:5 2011:4 2012:4 
B0000CET6I	2010:5 2012:1 
B0000CEU6P	2003:5 2006:4 2008:4 2009:3 2011:5 2012:2 
B0000CEU6T	2003:5 2006:4 2008:4 2009:3 2011:5 2012:2 
B0000CEU7D	2003:5 2006:4 2008:4 2009:3 2011:5 2012:2 
B0000CEU7J	2003:5 2006:4 2008:4 2009:3 2011:5 2012:2 
B0000CEU8V	2010:1 
B0000CEUAL	2010:5 
B0000CEUDZ	2012:5 
B0000CEUFI	2012:3 
B0000CF4VF	2010:5 2011:3 
B0000CF8T1	2008:3 2009:5 2010:4 2011:3 2012:4 
B0000CF90P	2007:2 2010:5 
B0000CFH1O	2011:4 
B0000CFH6P	2011:3 
B0000CFH7B	2009:1 2011:2 
B0000CFMU3	2011:5 2012:5 
B0000CFN0Y	2009:4 2010:4 2011:4 2012:4 
B0000CFNGU	2011:5 2012:4 
B0000CFP3T	2009:5 2012:5 
B0000CFPI2	2005:5 2006:4 2007:5 2008:5 2009:4 2010:5 2011:3 2012:5 
B0000CFSL8	2011:5 2012:4 
B0000CFXYA	2007:4 2008:5 2009:4 2010:3 2011:3 2012:1 
B0000CFXYG	2008:5 
B0000CFYH1	2005:5 
B0000CFYHJ	2005:5 2008:5 2010:5 
B0000CG4I0	2003:5 2005:4 2006:4 2007:4 
B0000CGDUK	2003:5 2006:4 2008:4 2009:3 2011:5 2012:2 
B0000CGE1S	2010:5 2011:5 2012:5 
B0000CGE3G	2010:4 2011:5 
B0000CGE3R	2006:4 2010:5 
B0000CGEJH	2009:5 2012:1 
B0000CGFCD	2010:5 
B0000CGFCQ	2012:5 
B0000CGFEB	2011:5 
B0000CGFFI	2009:1 
B0000CGFG1	2009:5 2010:5 2011:5 
B0000CGFGS	2010:5 2011:5 
B0000CGFH6	2009:5 2010:5 2011:5 
B0000CGFSC	2007:5 
B0000CGFV4	2011:5 
B0000CH39R	2003:4 2004:3 2005:2 2006:4 2008:5 2011:2 2012:5 
B0000CH39S	2003:4 2004:3 2005:2 2006:4 2008:5 2011:2 2012:5 
B0000CH3AU	2010:1 2011:4 2012:3 
B0000CH3EB	2005:5 
B0000CH4F7	2004:4 2006:5 2007:5 
B0000CH4FA	2006:5 2007:5 2011:1 
B0000CH4FN	2006:5 
B0000CH4FX	2003:5 
B0000CH4G5	2012:4 
B0000CH4GF	2005:5 
B0000CH4GM	2006:5 2012:5 
B0000CNTZI	2009:5 2010:4 2012:5 
B0000CNTZK	2011:5 
B0000CNTZL	2006:5 
B0000CNTZZ	2008:1 2010:4 
B0000CNU07	2011:3 2012:1 
B0000CNU0A	2003:4 2011:5 2012:4 
B0000CNU0B	2012:5 
B0000CNU0C	2008:1 2010:1 
B0000CNU0N	2009:1 2012:5 
B0000CNU0R	2008:4 2012:1 
B0000CNU0V	2004:5 
B0000CNU0W	2011:5 2012:1 
B0000CNU15	2012:5 
B0000CNU18	2008:4 2010:5 
B0000CNU1A	2010:1 
B0000CNU1J	2012:5 
B0000CNU1O	2011:5 
B0000CNU1S	2007:5 2009:5 2010:4 2011:5 2012:4 
B0000CNU1X	2004:5 2011:5 2012:4 
B0000CNU28	2009:5 
B0000CNU2B	2010:2 2011:1 2012:5 
B0000CNU2H	2007:5 2011:4 
B0000CNU2J	2007:1 2008:1 2010:1 2011:4 2012:4 
B0000CNU2K	2007:5 2010:5 2011:5 2012:5 
B0000CNU2Q	2003:5 2007:3 
B0000CNU2W	2007:5 2009:1 2012:2 
B0000CNU3F	2010:5 2011:5 
B0000CNU3J	2012:5 
B0000CNU3M	2011:1 2012:4 
B0000CNU3P	2009:2 
B0000CNU3R	2007:5 2012:1 
B0000CNU4D	2003:5 2012:4 
B0000CNU4J	2007:4 
B0000CNU4K	2010:5 2012:1 
B0000CNU51	2003:4 2010:5 2012:5 
B0000CNU58	2005:5 2012:5 
B0000CNU59	2006:5 2008:5 2009:5 2012:5 
B0000CNU5A	2003:5 2005:5 2011:5 
B0000CNU5B	2006:5 2012:5 
B0000CNU5N	2011:1 
B0000CNU5R	2012:5 
B0000CNU5T	2008:5 
B0000CNU6Q	2008:5 
B0000CNU72	2008:5 
B0000CNU78	2012:3 
B0000CNU7C	2004:5 2006:5 
B0000D15S0	2012:5 
B0000D15YK	2011:5 
B0000D15YQ	2005:2 2006:5 2007:5 2008:3 2009:3 2010:4 2011:3 2012:4 
B0000D1666	2010:5 
B0000D1675	2007:5 2010:5 2011:4 2012:5 
B0000D1699	2012:3 
B0000D16HU	2008:5 2010:4 2012:4 
B0000D16IP	2009:4 2010:2 
B0000D16QZ	2011:5 
B0000D16V0	2012:1 
B0000D16YH	2009:1 2010:4 2012:2 
B0000D1728	2011:1 
B0000D179U	2010:5 
B0000D179V	2009:5 
B0000D17BH	2005:5 2010:5 
B0000D17C5	2009:5 
B0000D17CF	2007:5 
B0000D17FW	2006:5 
B0000D17HA	2004:5 2008:5 2009:5 2010:5 2011:5 2012:1 
B0000D17HK	2011:4 2012:4 
B0000D17LB	2012:5 
B0000D17NM	2011:5 2012:4 
B0000D17NR	2008:5 
B0000D17NY	2008:5 2009:2 
B0000D17RB	2011:5 
B0000D17RQ	2011:1 
B0000D17UF	2011:5 
B0000D17W5	2003:4 
B0000D17XD	2012:2 
B0000D18YP	2004:5 
B0000D196M	2008:5 
B0000D88B6	2006:2 2011:5 
B0000D89R5	2007:5 2010:5 2012:5 
B0000D8DI0	2005:4 2006:1 2007:2 2008:5 2010:4 
B0000D8KFO	2012:5 
B0000D8KJC	2010:5 
B0000D9169	2012:5 
B0000D916F	2011:4 
B0000D919L	2007:5 
B0000D94M3	2006:5 2011:5 2012:5 
B0000D94N3	2006:5 2009:5 
B0000D94OR	2011:1 
B0000D94OW	2009:1 
B0000D94P1	2003:5 2009:3 2010:5 2012:5 
B0000D94P6	2010:1 2012:1 
B0000D94PA	2008:5 2009:5 2010:2 2011:1 
B0000D94PG	2003:4 2011:3 
B0000D94PP	2011:1 
B0000D94PU	2010:5 
B0000D94PZ	2007:5 2010:5 
B0000D94R9	2008:5 
B0000D94RL	2010:5 
B0000D94RZ	2011:3 
B0000D94SZ	2007:4 
B0000D94TV	2007:5 
B0000D94U0	2008:2 
B0000D94V5	2009:5 
B0000D94V9	2012:4 
B0000D94WF	2011:5 
B0000D94WO	2011:1 
B0000D952M	2011:5 
B0000D953W	2009:5 2010:5 2011:5 2012:5 
B0000D9541	2010:5 2011:5 
B0000D954D	2006:4 2007:2 2008:4 2010:5 
B0000D956H	2006:4 2009:5 
B0000D956L	2010:4 
B0000D9589	2006:1 2007:4 2009:4 
B0000D958H	2005:5 2009:4 2010:5 
B0000D958O	2007:1 2008:3 2009:1 2011:3 2012:5 
B0000D9MR9	2005:3 2009:5 
B0000D9MRD	2012:5 
B0000D9MSD	2005:5 2006:5 2007:2 
B0000D9MSP	2005:5 
B0000D9MSY	2008:5 
B0000D9MT1	2007:5 2008:5 2009:5 2012:3 
B0000D9MT2	2010:4 2011:5 
B0000D9MTJ	2007:5 2010:4 
B0000D9MTL	2010:4 2012:5 
B0000D9MTS	2012:4 
B0000D9MU1	2007:5 2008:5 
B0000D9MUE	2003:5 2005:5 
B0000D9MVD	2011:5 2012:5 
B0000D9MVO	2005:2 
B0000D9MVT	2008:5 
B0000D9MWS	2012:1 
B0000D9MWT	2005:5 2006:5 
B0000D9MX0	2007:5 2008:5 2012:5 
B0000D9MXL	2005:5 2009:5 
B0000D9MXU	2003:5 2005:5 2006:5 2007:5 2009:5 
B0000D9MY0	2010:3 
B0000D9MY3	2007:5 2011:1 
B0000D9MYJ	2007:5 
B0000D9MYL	2009:5 
B0000D9MYM	2006:5 2008:5 
B0000D9MYO	2011:4 2012:2 
B0000D9MZM	2003:5 2004:1 2005:5 2007:4 2009:5 
B0000D9MZZ	2012:5 
B0000D9N0F	2005:4 2008:5 
B0000D9N0I	2006:5 2012:1 
B0000D9N0Q	2006:5 2008:5 2009:5 
B0000D9N12	2008:5 
B0000D9N17	2003:4 2005:5 2007:5 2008:5 
B0000D9N1H	2007:5 2008:5 2009:5 2010:5 2011:5 2012:4 
B0000D9N1U	2005:4 2006:5 2011:5 
B0000D9N2P	2012:5 
B0000D9N2Q	2008:1 
B0000D9N35	2007:5 
B0000D9N38	2007:5 2009:5 
B0000D9N3M	2007:1 
B0000D9N42	2010:5 
B0000D9N4M	2004:5 2005:3 2007:4 2009:5 2012:1 
B0000D9N4P	2007:5 2008:4 2010:5 2012:2 
B0000D9N4Q	2010:5 
B0000D9N4V	2012:5 
B0000D9N50	2009:5 
B0000D9N59	2003:5 2004:5 2005:4 2006:5 2007:5 2008:4 2012:3 
B0000D9N5P	2005:5 2009:1 
B0000D9N5Q	2003:5 2007:5 
B0000D9N63	2004:4 2009:5 2010:5 2011:5 
B0000D9N64	2006:5 2007:5 2012:4 
B0000D9N68	2007:5 2010:3 
B0000D9N6N	2004:5 2005:5 2006:5 2007:5 2009:5 
B0000D9N6T	2007:5 
B0000D9N6V	2004:5 2007:4 2008:5 
B0000D9N72	2010:5 
B0000D9N74	2007:5 2008:2 2009:4 
B0000D9N7E	2003:5 
B0000D9N7H	2010:5 
B0000D9N7T	2010:5 
B0000D9N7U	2003:5 2007:5 2010:4 
B0000D9N8O	2003:5 2005:3 2006:5 2007:4 2009:5 2010:5 
B0000D9N9A	2003:5 2010:5 2012:2 
B0000D9N9S	2005:4 2007:3 2008:4 2011:4 2012:5 
B0000D9N9X	2008:5 2009:3 
B0000D9NAN	2010:5 
B0000D9NBV	2007:5 2011:5 2012:3 
B0000D9NC9	2010:5 
B0000D9NCJ	2004:3 
B0000D9NCK	2011:4 
B0000D9NCV	2005:2 2007:5 
B0000D9NDG	2004:5 2005:5 2006:5 2007:5 
B0000DA0XE	2007:1 2011:5 2012:5 
B0000DA0XJ	2010:5 
B0000DAIPK	2007:5 
B0000DAIPM	2005:5 2006:5 2010:5 2012:1 
B0000DANYR	2011:4 
B0000DANZ0	2012:1 
B0000DBN1F	2005:5 2006:4 2007:4 2009:4 2010:4 2011:1 2012:4 
B0000DBN1H	2003:5 2004:5 2007:4 2008:5 2010:3 2012:3 
B0000DBN1I	2004:5 2006:4 2007:5 2009:5 2010:5 2011:3 2012:5 
B0000DBN1L	2003:5 2006:4 2007:5 2009:5 2010:3 2011:5 
B0000DBN1M	2006:4 2007:5 2010:4 2012:1 
B0000DBN1O	2003:5 2006:4 2008:4 2010:2 
B0000DBN1Q	2004:4 2005:5 2007:5 2008:4 2009:4 2010:1 2011:5 
B0000DBN2F	2003:5 2004:5 2006:4 2007:5 2008:5 2009:5 2010:5 2011:5 2012:5 
B0000DBN2G	2007:5 2008:5 2009:3 2011:4 2012:5 
B0000DBN2I	2005:5 2006:4 2007:3 2008:3 2009:3 2010:3 2011:4 2012:5 
B0000DBN2K	2004:4 2006:4 2007:5 
B0000DBPLI	2012:3 
B0000DC2T7	2008:4 
B0000DC2TK	2006:5 
B0000DC2TS	2006:5 
B0000DC2TW	2007:5 
B0000DC2U7	2004:5 
B0000DC2UL	2006:5 
B0000DC2UV	2006:3 2007:5 
B0000DC2V5	2004:5 
B0000DC324	2009:5 2012:5 
B0000DC32J	2012:2 
B0000DC32S	2011:5 2012:5 
B0000DC332	2008:5 2009:4 2010:4 2011:4 2012:1 
B0000DC5IY	2010:1 2011:1 
B0000DCKCN	2006:5 
B0000DCWT9	2007:5 
B0000DCWW5	2009:5 2012:5 
B0000DCWWB	2008:3 
B0000DCWWI	2006:5 2010:5 2012:4 
B0000DCWX3	2007:5 
B0000DCWX4	2007:5 
B0000DCWYO	2009:5 
B0000DCWZA	2004:5 
B0000DCWZX	2007:5 
B0000DCX0P	2007:5 
B0000DCX1H	2010:5 
B0000DCX8R	2012:1 
B0000DCX9P	2007:5 2012:3 
B0000DCX9Q	2006:4 2007:2 2010:5 2011:4 2012:5 
B0000DCXCM	2008:5 2010:1 
B0000DCXDH	2010:5 
B0000DCXFW	2003:5 2010:5 2011:1 
B0000DCXFY	2003:5 2007:5 
B0000DCXFZ	2009:5 2011:5 
B0000DCXG0	2007:5 2008:5 2011:5 
B0000DCYLF	2011:2 
B0000DCYLH	2005:5 
B0000DCYLK	2011:2 
B0000DCYMM	2010:5 
B0000DCYMX	2005:4 
B0000DD8O9	2006:1 2011:1 
B0000DD8P1	2010:4 
B0000DD8RB	2007:3 
B0000DD8VB	2006:1 
B0000DD8X6	2006:5 
B0000DD8Y6	2011:3 2012:5 
B0000DD8YM	2007:5 
B0000DD8YP	2007:5 
B0000DD8ZK	2011:5 
B0000DD93T	2006:3 
B0000DDSC9	2007:5 2009:5 2012:5 
B0000DDSCE	2012:5 
B0000DDSDQ	2008:5 2011:5 
B0000DDSDX	2011:5 
B0000DF3FA	2008:5 
B0000DF3H3	2005:5 
B0000DF3IX	2005:5 
B0000DF3M8	2008:5 2010:5 2011:5 
B0000DF3VH	2007:5 
B0000DF3WA	2012:1 
B0000DF3WB	2012:1 
B0000DF3Z7	2007:4 
B0000DF44P	2006:1 2007:5 
B0000DF4BN	2005:5 
